MapDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20160816,TOTAL,"2,068,864.66","932,873.90","366,548.33","144,382.67","54,260.91","33,274.48",2016-08-16,2016-08-22,2
20160809,TOTAL,"1,936,745.54","1,006,951.64","409,884.11","161,687.52","51,661.66","33,274.48",2016-08-09,2016-08-15,2
20160802,TOTAL,"1,964,022.70","999,841.68","417,238.36","132,239.24","53,588.49","33,274.48",2016-08-02,2016-08-08,2
20160726,TOTAL,"1,938,917.78","1,035,698.15","410,729.96","127,025.25","54,559.34","33,274.48",2016-07-26,2016-08-01,2
20160719,TOTAL,"1,996,676.46","1,036,723.53","362,420.62","118,501.18","52,608.68","33,274.48",2016-07-19,2016-07-25,2
20160712,TOTAL,"2,130,488.05","936,292.27","346,960.30","109,179.71","44,010.16","33,274.48",2016-07-12,2016-07-18,2
20160705,TOTAL,"2,135,378.35","928,783.74","354,210.21","106,267.30","42,290.87","33,274.48",2016-07-05,2016-07-11,2
20160628,TOTAL,"2,132,878.29","977,689.43","325,527.97","93,036.04","37,798.75","33,274.48",2016-06-28,2016-07-04,2
20160621,TOTAL,"2,197,808.47","954,242.08","295,607.17","84,470.79","34,801.96","33,274.48",2016-06-21,2016-06-27,2
20160614,TOTAL,"2,323,947.16","859,012.83","273,344.17","75,824.36","34,801.96","33,274.48",2016-06-14,2016-06-20,2
20160607,TOTAL,"2,452,537.54","746,251.62","264,705.29","62,732.97","40,703.06","33,274.48",2016-06-07,2016-06-13,2
20160531,TOTAL,"2,542,360.35","671,083.99","258,579.60","53,880.56","41,025.98","33,274.48",2016-05-31,2016-06-06,2
20160524,TOTAL,"2,562,393.56","624,708.35","280,428.51","58,374.08","41,025.98","33,274.48",2016-05-24,2016-05-30,2
20160517,TOTAL,"2,591,928.08","586,981.92","274,933.05","72,061.45","41,025.98","33,274.48",2016-05-17,2016-05-23,2
20160510,TOTAL,"2,547,639.76","609,611.49","281,298.18","59,949.86","68,431.19","33,274.48",2016-05-10,2016-05-16,2
20160503,TOTAL,"2,443,223.83","715,050.35","275,023.73","63,245.74","70,386.83","33,274.48",2016-05-03,2016-05-09,2
20160426,TOTAL,"2,269,035.90","863,466.71","287,691.51","76,349.53","70,386.83","33,274.48",2016-04-26,2016-05-02,2
20160419,TOTAL,"2,279,897.46","850,888.18","287,986.98","77,771.02","70,386.83","33,274.48",2016-04-19,2016-04-25,2
20160412,TOTAL,"2,281,580.32","779,128.63","352,550.09","73,786.82","61,817.75","51,341.34",2016-04-12,2016-04-18,2
20160405,TOTAL,"2,360,363.79","731,638.29","325,850.04","69,193.74","61,817.75","51,341.34",2016-04-05,2016-04-11,2
20160329,TOTAL,"2,329,056.15","811,649.90","282,418.86","64,056.13","56,849.39","56,174.52",2016-03-29,2016-04-04,2
20160322,TOTAL,"2,453,941.80","710,820.06","251,578.86","70,744.00","56,945.72","56,174.52",2016-03-22,2016-03-28,2
20160315,TOTAL,"2,491,544.31","729,644.79","183,558.37","82,337.24","56,945.72","56,174.52",2016-03-15,2016-03-21,2
20160308,TOTAL,"2,467,647.06","753,508.85","155,495.52","101,668.54","55,998.15","65,886.83",2016-03-08,2016-03-14,2
20160301,TOTAL,"2,570,997.41","594,831.88","200,135.90","112,354.78","55,998.15","65,886.83",2016-03-01,2016-03-07,2
20160223,TOTAL,"2,633,348.47","523,397.50","209,543.56","112,030.45","55,998.15","65,886.83",2016-02-23,2016-02-29,2
20160216,TOTAL,"2,562,278.28","580,633.76","224,251.50","110,119.62","57,034.97","65,886.83",2016-02-16,2016-02-22,2
20160209,TOTAL,"2,654,416.08","492,496.20","216,740.83","108,425.58","62,239.43","65,886.83",2016-02-09,2016-02-15,2
20160202,TOTAL,"2,662,443.59","469,456.45","214,109.04","115,354.85","71,221.27","67,619.76",2016-02-02,2016-02-08,2
20160126,TOTAL,"2,689,978.81","442,098.82","211,549.83","117,698.46","69,975.76","68,903.27",2016-01-26,2016-02-01,2
20160119,TOTAL,"2,667,659.62","438,034.17","237,933.68","110,931.58","72,870.74","72,775.17",2016-01-19,2016-01-25,2
20160112,TOTAL,"2,646,491.92","431,972.28","221,079.07","145,194.87","77,664.86","77,801.95",2016-01-12,2016-01-18,2
20160105,TOTAL,"2,589,705.07","455,378.70","253,009.24","146,645.14","74,215.66","81,251.15",2016-01-05,2016-01-11,2
20151229,TOTAL,"2,543,084.46","492,050.79","216,988.52","159,079.75","107,750.29","81,251.15",2015-12-29,2016-01-04,2
20151222,TOTAL,"2,520,014.47","497,579.75","201,605.57","182,661.82","117,092.21","81,251.15",2015-12-22,2015-12-28,2
20151215,TOTAL,"2,495,761.80","513,322.42","196,088.87","196,688.51","117,092.21","81,251.15",2015-12-15,2015-12-21,2
20151208,TOTAL,"2,479,453.24","512,925.24","175,861.75","191,933.81","158,779.77","81,251.15",2015-12-08,2015-12-14,2
20151201,TOTAL,"2,433,362.48","546,429.48","178,291.24","190,975.51","169,895.09","81,251.15",2015-12-01,2015-12-07,2
20151124,TOTAL,"2,308,436.38","631,605.21","213,299.82","193,448.94","172,163.46","81,251.15",2015-11-24,2015-11-30,2
20151117,TOTAL,"2,152,477.92","761,005.15","238,407.19","193,535.35","173,528.20","81,251.15",2015-11-17,2015-11-23,2
20151110,TOTAL,"2,107,553.40","734,011.17","299,481.92","204,379.13","173,528.20","81,251.15",2015-11-10,2015-11-16,2
20151103,TOTAL,"2,016,720.02","795,084.36","322,638.04","199,618.33","184,254.87","81,889.32",2015-11-03,2015-11-09,2
20151027,TOTAL,"1,848,062.48","840,359.73","393,188.51","207,265.49","220,975.48","90,353.27",2015-10-27,2015-11-02,2
20151020,TOTAL,"1,691,298.22","861,403.89","347,694.41","265,619.94","321,009.01","113,179.48",2015-10-20,2015-10-26,2
20151013,TOTAL,"1,847,096.75","770,328.29","304,411.37","279,462.37","300,676.73","98,229.45",2015-10-13,2015-10-19,2
20151006,TOTAL,"1,910,988.76","737,882.48","304,746.24","284,418.00","270,156.28","92,013.19",2015-10-06,2015-10-12,2
20150929,TOTAL,"1,692,679.71","941,972.61","359,947.24","260,772.36","254,479.77","90,353.27",2015-09-29,2015-10-05,2
20150922,TOTAL,"1,701,133.32","929,591.44","372,955.07","254,692.73","251,479.13","90,353.27",2015-09-22,2015-09-28,2
20150915,TOTAL,"1,710,933.45","881,134.40","417,621.31","253,833.98","246,328.54","90,353.27",2015-09-15,2015-09-21,2
20150908,TOTAL,"1,728,149.32","858,820.43","421,444.91","262,661.78","238,775.25","90,353.27",2015-09-08,2015-09-14,2
20150901,TOTAL,"1,804,528.06","773,219.58","457,720.33","241,620.03","232,763.69","90,353.27",2015-09-01,2015-09-07,2
20150825,TOTAL,"1,828,156.42","764,884.30","461,920.57","214,754.74","240,135.66","90,353.27",2015-08-25,2015-08-31,2
20150818,TOTAL,"1,818,486.37","776,671.93","455,745.06","265,490.66","193,457.67","90,353.27",2015-08-18,2015-08-24,2
20150811,TOTAL,"1,859,685.68","749,871.18","451,540.95","262,176.17","186,589.75","90,353.27",2015-08-11,2015-08-17,2
20150804,TOTAL,"1,907,148.02","756,457.04","410,403.55","261,037.27","180,170.90","85,000.21",2015-08-04,2015-08-10,2
20150728,TOTAL,"2,009,256.11","697,492.32","375,640.90","252,916.11","179,899.30","85,000.21",2015-07-28,2015-08-03,2
20150721,TOTAL,"2,181,783.44","521,470.18","392,574.05","279,424.06","139,953.01","85,000.21",2015-07-21,2015-07-27,2
20150714,TOTAL,"2,181,554.17","514,335.11","377,411.50","302,013.33","139,890.64","85,000.21",2015-07-14,2015-07-20,2
20150707,TOTAL,"2,141,157.75","573,759.90","368,679.02","291,914.84","138,541.70","86,151.75",2015-07-07,2015-07-13,2
20150630,TOTAL,"2,098,449.33","664,563.51","369,332.28","264,640.71","117,067.37","86,151.75",2015-06-30,2015-07-06,2
20150623,TOTAL,"2,050,681.54","758,614.72","360,205.50","227,484.07","117,067.37","86,151.75",2015-06-23,2015-06-29,2
20150616,TOTAL,"2,127,774.80","728,156.12","334,395.26","206,659.66","117,067.37","86,151.75",2015-06-16,2015-06-22,2
20150609,TOTAL,"2,191,227.56","706,188.17","290,434.40","204,574.61","115,495.67","92,284.54",2015-06-09,2015-06-15,2
20150602,TOTAL,"2,095,821.53","763,202.71","314,333.05","213,477.42","119,148.39","94,221.86",2015-06-02,2015-06-08,2
20150526,TOTAL,"1,929,142.42","876,639.06","367,371.79","218,435.00","114,394.83","94,221.86",2015-05-26,2015-06-01,2
20150519,TOTAL,"1,885,255.92","764,543.69","494,330.13","247,458.53","114,324.31","94,292.38",2015-05-19,2015-05-25,2
20150512,TOTAL,"1,775,654.58","781,844.96","510,990.92","315,527.98","121,894.13","94,292.38",2015-05-12,2015-05-18,2
20150505,TOTAL,"1,778,096.95","684,060.27","525,587.67","376,073.56","134,345.33","102,041.18",2015-05-05,2015-05-11,2
20150428,TOTAL,"1,853,819.87","619,652.76","524,270.44","358,885.52","141,032.94","102,543.44",2015-04-28,2015-05-04,2
20150421,TOTAL,"1,849,883.96","632,180.36","547,656.38","312,575.46","151,019.86","106,888.94",2015-04-21,2015-04-27,2
20150414,TOTAL,"1,688,540.85","783,381.44","552,633.10","302,231.67","166,542.30","106,875.59",2015-04-14,2015-04-20,2
20150407,TOTAL,"1,621,391.30","866,774.73","535,605.20","301,562.74","165,965.82","108,905.17",2015-04-07,2015-04-13,2
20150331,TOTAL,"1,657,492.29","832,980.41","550,302.40","289,641.68","169,315.94","100,472.24",2015-03-31,2015-04-06,2
20150324,TOTAL,"1,752,589.22","806,068.30","531,115.18","245,600.30","164,359.72","100,472.24",2015-03-24,2015-03-30,2
20150317,TOTAL,"1,796,176.28","757,784.68","557,671.71","229,342.42","163,864.31","95,365.56",2015-03-17,2015-03-23,2
20150310,TOTAL,"1,835,344.33","812,694.16","479,144.41","220,767.61","156,888.89","95,365.56",2015-03-10,2015-03-16,2
20150303,TOTAL,"1,820,098.93","817,799.57","491,420.31","217,216.92","157,256.93","96,412.29",2015-03-03,2015-03-09,2
20150224,TOTAL,"1,803,903.44","805,606.50","496,725.82","228,823.92","165,835.77","99,309.51",2015-02-24,2015-03-02,2
20150217,TOTAL,"1,784,989.11","845,918.74","474,683.20","235,857.57","157,429.42","101,326.92",2015-02-17,2015-02-23,2
20150210,TOTAL,"2,015,006.64","709,867.92","388,711.11","231,277.03","156,980.73","98,361.51",2015-02-10,2015-02-16,2
20150203,TOTAL,"2,100,176.74","641,558.29","375,887.66","215,861.83","172,763.46","93,956.97",2015-02-03,2015-02-09,2
20150127,TOTAL,"2,038,229.85","699,106.15","356,691.30","237,003.37","174,582.46","94,591.83",2015-01-27,2015-02-02,2
20150120,TOTAL,"2,198,047.18","551,525.35","340,228.63","243,372.74","179,573.21","87,457.85",2015-01-20,2015-01-26,2
20150113,TOTAL,"2,253,361.51","505,502.82","340,472.87","234,659.33","179,168.99","87,039.44",2015-01-13,2015-01-19,2
20150106,TOTAL,"2,267,584.64","487,306.26","341,323.01","238,090.24","191,384.62","74,516.19",2015-01-06,2015-01-12,2
20141230,TOTAL,"2,190,510.86","546,976.33","353,562.13","239,556.79","193,113.22","76,485.64",2014-12-30,2015-01-05,2
20141223,TOTAL,"2,087,737.43","611,064.06","384,635.53","250,771.73","190,046.72","75,949.50",2014-12-23,2014-12-29,2
20141216,TOTAL,"2,102,824.43","593,445.62","384,476.75","253,414.90","191,146.38","74,896.88",2014-12-16,2014-12-22,2
20141209,TOTAL,"2,133,975.80","568,547.66","383,712.35","245,162.49","157,743.59","111,063.08",2014-12-09,2014-12-15,2
20141202,TOTAL,"2,163,095.94","560,647.83","368,274.53","243,182.69","154,410.00","110,593.96",2014-12-02,2014-12-08,2
20141125,TOTAL,"2,177,873.92","552,749.16","363,967.57","243,351.61","151,668.74","110,593.96",2014-11-25,2014-12-01,2
20141118,TOTAL,"2,179,580.23","534,727.90","370,576.75","249,940.90","151,383.72","113,995.46",2014-11-18,2014-11-24,2
20141111,TOTAL,"2,192,377.13","517,741.60","370,596.42","254,110.64","151,383.72","113,995.46",2014-11-11,2014-11-17,2
20141104,TOTAL,"2,237,907.23","464,002.52","366,038.93","264,267.94","153,545.26","114,443.07",2014-11-04,2014-11-10,2
20141028,TOTAL,"2,291,298.89","418,175.12","348,875.10","266,055.79","155,883.22","119,916.84",2014-10-28,2014-11-03,2
20141021,TOTAL,"2,280,534.76","423,215.13","353,891.51","269,222.42","156,821.99","116,519.14",2014-10-21,2014-10-27,2
20141014,TOTAL,"2,261,997.69","442,194.28","350,537.65","265,651.30","163,304.88","116,519.14",2014-10-14,2014-10-20,2
20141007,TOTAL,"2,183,351.64","498,818.95","356,760.68","276,830.27","167,924.28","116,519.14",2014-10-07,2014-10-13,2
20140930,TOTAL,"2,156,067.46","524,525.24","358,260.77","278,218.63","167,227.55","115,905.32",2014-09-30,2014-10-06,2
20140923,TOTAL,"2,225,233.26","453,569.11","368,150.20","274,712.14","166,685.93","111,854.31",2014-09-23,2014-09-29,2
20140916,TOTAL,"2,236,687.53","427,626.56","335,757.65","319,808.14","168,470.76","111,854.31",2014-09-16,2014-09-22,2
20140909,TOTAL,"2,212,622.87","447,034.32","329,627.22","326,089.11","173,644.66","111,186.78",2014-09-09,2014-09-15,2
20140902,TOTAL,"2,190,626.31","423,374.53","356,709.80","331,426.55","183,647.50","114,420.26",2014-09-02,2014-09-08,2
20140826,TOTAL,"2,162,773.44","418,777.57","370,392.96","345,081.83","188,758.88","114,420.26",2014-08-26,2014-09-01,2
20140819,TOTAL,"2,153,084.07","437,488.66","359,334.81","345,995.67","189,881.48","114,420.26",2014-08-19,2014-08-25,2
20140812,TOTAL,"2,179,778.66","409,169.85","348,568.99","354,838.83","193,797.28","114,051.35",2014-08-12,2014-08-18,2
20140805,TOTAL,"2,166,974.30","412,213.34","353,679.38","360,775.13","191,105.44","115,457.37",2014-08-05,2014-08-11,2
20140729,TOTAL,"2,167,580.75","407,666.81","340,245.09","365,946.97","201,349.34","117,416.00",2014-07-29,2014-08-04,2
20140722,TOTAL,"2,207,183.34","381,370.08","294,043.61","379,067.30","254,567.65","83,972.99",2014-07-22,2014-07-28,2
20140715,TOTAL,"2,231,360.48","341,113.11","302,289.71","368,396.27","271,118.08","85,927.31",2014-07-15,2014-07-21,2
20140708,TOTAL,"2,229,039.50","340,680.75","280,121.72","388,886.97","273,136.78","88,339.23",2014-07-08,2014-07-14,2
20140701,TOTAL,"2,261,236.76","315,926.91","270,980.02","391,730.72","270,677.15","89,653.41",2014-07-01,2014-07-07,2
20140624,TOTAL,"2,109,003.13","437,701.44","307,005.04","408,726.55","250,295.53","87,473.28",2014-06-24,2014-06-30,2
20140617,TOTAL,"2,111,252.94","419,761.54","304,197.30","415,253.71","255,324.44","94,415.03",2014-06-17,2014-06-23,2
20140610,TOTAL,"2,086,404.18","426,603.05","306,060.13","414,898.22","285,686.67","80,552.71",2014-06-10,2014-06-16,2
20140603,TOTAL,"2,031,562.91","446,043.92","302,183.19","422,196.03","307,295.22","90,923.69",2014-06-03,2014-06-09,2
20140527,TOTAL,"2,141,245.65","318,247.10","306,901.88","423,446.45","309,670.77","100,693.10",2014-05-27,2014-06-02,2
20140520,TOTAL,"2,148,094.18","305,400.80","295,610.48","416,026.29","284,956.99","150,116.21",2014-05-20,2014-05-26,2
20140513,TOTAL,"2,114,405.29","340,454.08","302,007.81","422,313.43","286,793.40","134,230.95",2014-05-13,2014-05-19,2
20140506,TOTAL,"2,057,747.60","337,599.17","352,413.26","416,624.35","301,976.64","133,843.92",2014-05-06,2014-05-12,2
20140429,TOTAL,"2,113,629.30","330,659.63","351,150.13","420,858.21","267,349.03","116,558.66",2014-04-29,2014-05-05,2
20140422,TOTAL,"2,074,249.97","370,005.39","367,949.88","442,621.32","247,259.74","98,118.64",2014-04-22,2014-04-28,2
20140415,TOTAL,"2,125,794.39","335,039.72","381,249.28","454,158.26","218,988.08","84,975.23",2014-04-15,2014-04-21,2
20140408,TOTAL,"2,087,974.15","369,800.78","413,780.87","431,629.54","220,979.51","76,040.11",2014-04-08,2014-04-14,2
20140401,TOTAL,"1,991,368.27","453,822.15","429,456.06","430,800.70","229,232.61","65,525.18",2014-04-01,2014-04-07,2
20140325,TOTAL,"2,018,647.87","429,681.08","457,467.67","402,692.92","228,807.01","62,908.40",2014-03-25,2014-03-31,2
20140318,TOTAL,"2,033,377.56","438,615.50","458,437.37","415,094.86","205,261.85","49,417.83",2014-03-18,2014-03-24,2
20140311,TOTAL,"1,942,951.61","578,850.71","425,387.07","421,461.09","181,687.81","49,866.67",2014-03-11,2014-03-17,2
20140304,TOTAL,"1,916,226.17","602,197.85","433,216.95","425,916.12","175,299.72","47,348.15",2014-03-04,2014-03-10,2
20140225,TOTAL,"1,897,008.48","614,346.98","440,826.60","417,903.97","177,044.72","53,074.21",2014-02-25,2014-03-03,2
20140218,TOTAL,"1,924,216.24","597,465.45","438,927.54","421,318.12","184,124.71","34,152.91",2014-02-18,2014-02-24,2
20140211,TOTAL,"1,856,157.78","609,353.80","490,552.41","437,689.42","179,899.58","26,551.97",2014-02-11,2014-02-17,2
20140204,TOTAL,"1,823,416.53","648,398.25","501,468.22","405,312.83","195,057.16","26,551.97",2014-02-04,2014-02-10,2
20140128,TOTAL,"1,832,318.61","665,274.88","476,801.46","407,993.02","192,715.56","25,101.44",2014-01-28,2014-02-03,2
20140121,TOTAL,"1,919,045.22","640,458.11","466,982.66","380,752.63","181,733.04","11,233.30",2014-01-21,2014-01-27,2
20140114,TOTAL,"1,942,958.33","617,756.20","465,771.46","380,752.63","181,733.04","11,233.30",2014-01-14,2014-01-20,2
20140107,TOTAL,"1,904,160.15","691,779.52","488,057.24","391,686.74","113,288.02","11,233.30",2014-01-07,2014-01-13,2
20131231,TOTAL,"1,951,422.75","712,191.57","433,930.17","383,494.29","107,932.88","11,233.30",2013-12-31,2014-01-06,2
20131224,TOTAL,"1,909,196.86","749,570.38","439,592.21","381,521.46","109,090.74","11,233.30",2013-12-24,2013-12-30,2
20131217,TOTAL,"1,805,705.56","841,251.06","451,828.77","384,004.25","105,161.11","12,254.21",2013-12-17,2013-12-23,2
20131210,TOTAL,"1,838,938.48","844,429.11","423,322.77","378,779.30","103,043.83","11,691.47",2013-12-10,2013-12-16,2
20131203,TOTAL,"1,840,184.46","834,142.65","428,502.94","382,283.23","103,400.21","11,691.47",2013-12-03,2013-12-09,2
20131126,TOTAL,"1,772,334.52","874,825.11","455,819.67","382,586.03","102,948.16","11,691.47",2013-11-26,2013-12-02,2
20131119,TOTAL,"1,694,952.21","895,642.37","487,600.91","404,117.80","106,671.38","11,220.28",2013-11-19,2013-11-25,2
20131112,TOTAL,"1,724,184.40","820,268.14","535,387.34","430,847.65","79,465.98","10,051.44",2013-11-12,2013-11-18,2
20131105,TOTAL,"1,751,396.64","778,745.48","543,969.86","437,762.51","78,106.47","10,224.00",2013-11-05,2013-11-11,2
20131029,TOTAL,"1,729,075.00","727,270.37","599,188.87","459,442.93","76,128.95","9,098.83",2013-10-29,2013-11-04,2
20131022,TOTAL,"1,756,430.65","690,855.13","606,612.27","461,258.99","75,949.09","9,098.83",2013-10-22,2013-10-28,2
20131015,TOTAL,"1,762,324.83","633,629.99","657,757.38","463,430.25","74,264.58","8,797.93",2013-10-15,2013-10-21,2
20131008,TOTAL,"1,671,959.92","667,627.87","669,910.03","502,983.00","78,926.20","8,797.93",2013-10-08,2013-10-14,2
20131001,TOTAL,"1,591,523.58","669,042.53","715,666.58","531,670.28","83,504.06","8,797.93",2013-10-01,2013-10-07,2
20130924,TOTAL,"1,535,162.57","593,558.51","689,431.78","651,713.01","121,109.77","9,229.33",2013-09-24,2013-09-30,2
20130917,TOTAL,"1,470,985.03","575,808.42","680,500.67","666,754.39","193,304.85","12,851.60",2013-09-17,2013-09-23,2
20130910,TOTAL,"1,390,786.09","559,238.04","619,367.22","725,389.20","267,919.23","37,505.18",2013-09-10,2013-09-16,2
20130903,TOTAL,"1,452,063.75","517,231.38","626,841.20","707,291.81","259,069.34","37,707.49",2013-09-03,2013-09-09,2
20130827,TOTAL,"1,407,881.21","523,719.52","623,451.13","728,152.66","277,417.31","39,583.13",2013-08-27,2013-09-02,2
20130820,TOTAL,"1,479,254.51","585,641.42","524,559.10","693,696.82","277,447.24","39,605.86",2013-08-20,2013-08-26,2
20130813,TOTAL,"1,559,574.03","544,431.86","534,941.47","607,163.67","293,016.87","61,077.05",2013-08-13,2013-08-19,2
20130806,TOTAL,"1,556,161.38","554,477.92","505,961.02","623,154.65","277,100.55","83,349.43",2013-08-06,2013-08-12,2
20130730,TOTAL,"1,561,096.38","545,190.25","506,729.65","632,033.72","259,896.87","95,258.09",2013-07-30,2013-08-05,2
20130723,TOTAL,"1,529,042.23","549,977.88","505,903.38","638,102.76","262,085.63","115,093.08",2013-07-23,2013-07-29,2
20130716,TOTAL,"1,672,371.62","451,120.19","444,936.12","630,459.94","270,669.81","130,647.27",2013-07-16,2013-07-22,2
20130709,TOTAL,"1,733,289.25","428,558.61","426,800.16","595,163.24","276,065.86","140,327.84",2013-07-09,2013-07-15,2
20130702,TOTAL,"1,778,498.60","407,250.14","422,941.89","583,177.96","267,602.65","140,733.73",2013-07-02,2013-07-08,2
20130625,TOTAL,"1,778,719.67","449,143.84","408,114.41","568,887.27","264,010.65","131,329.12",2013-06-25,2013-07-01,2
20130618,TOTAL,"1,867,691.90","373,169.55","455,273.65","524,650.21","247,589.19","131,830.45",2013-06-18,2013-06-24,2
20130611,TOTAL,"1,873,808.15","386,570.34","484,020.45","514,060.40","200,799.74","140,945.88",2013-06-11,2013-06-17,2
20130604,TOTAL,"1,816,193.15","444,754.65","481,769.91","513,462.09","199,893.61","144,131.55",2013-06-04,2013-06-10,2
20130528,TOTAL,"1,757,336.37","496,387.48","456,099.14","536,855.33","210,815.38","142,711.26",2013-05-28,2013-06-03,2
20130521,TOTAL,"1,635,046.52","566,640.73","460,236.54","557,971.09","231,787.08","148,523.00",2013-05-21,2013-05-27,2
20130514,TOTAL,"1,611,363.23","542,451.55","473,675.89","562,294.82","278,005.26","132,414.20",2013-05-14,2013-05-20,2
20130507,TOTAL,"1,590,264.19","551,328.47","468,258.33","565,275.19","293,214.29","131,864.48",2013-05-07,2013-05-13,2
20130430,TOTAL,"1,625,968.34","550,649.92","437,881.10","565,510.41","317,957.12","102,238.06",2013-04-30,2013-05-06,2
20130423,TOTAL,"1,557,462.94","605,762.56","480,687.52","513,220.93","365,031.91","78,039.10",2013-04-23,2013-04-29,2
20130416,TOTAL,"1,513,306.55","635,390.55","484,849.95","528,282.26","360,926.35","77,449.30",2013-04-16,2013-04-22,2
20130409,TOTAL,"1,334,231.59","724,098.04","484,175.42","554,921.64","401,228.18","101,550.09",2013-04-09,2013-04-15,2
20130402,TOTAL,"1,273,295.41","752,100.23","511,735.60","547,530.91","359,053.22","156,489.59",2013-04-02,2013-04-08,2
20130326,TOTAL,"1,323,511.84","710,150.28","506,339.47","552,943.97","353,798.37","153,461.03",2013-03-26,2013-04-01,2
